ASB,CVE,area,component,subcomponent,patch_level,android_id,type,severity,aosp_versions,patch_links,patch_files,vendor,references,tech_details,fix_details,notes,affected_silicon,cts_test,prior_patch_levels
2018-11,CVE-2018-9525,Platform,Framework,Settings,2018-11-01,A-111330641,EoP,High,9,N/A,patches/android-9.0.0_r1/platform/packages/apps/Settings/0001-Hide-SettingsSlice-provider.bulletin.patch,N/A,N/A,"In the AndroidManifest.xml file defining the SliceBroadcastReceiver handler for com.android.settings.slice.action.WIFI_CHANGED, there is a possible permissions bypass due to a confused deputy. This could lead to local escalation of privilege, allowing a local attacker to change device settings, with no additional execution privileges needed. User interaction is not needed for exploitation.","The fix is designed to change the intent handler so it is not exported, using a permissioned SliceRelayReceiver instead.",N/A,N/A,N/A,N/A
2018-11,CVE-2018-9540,Platform,System,Bluetooth,2018-11-01,A-111450417,ID,High,"7.0,7.1.1,7.1.2,8.0,8.1,9",N/A,"patches/android-7.0.0_r1/platform/system/bt/0002-DO-NOT-MERGE-Check-AVRCP-data-length-when-parsing-inside-a.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0002-DO-NOT-MERGE-Check-AVRCP-data-length-when-parsing-inside-a.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0002-DO-NOT-MERGE-Check-AVRCP-data-length-when-parsing-inside-a.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0002-DO-NOT-MERGE-Check-AVRCP-data-length-when-parsing-inside-a.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0002-DO-NOT-MERGE-Check-AVRCP-data-length-when-parsing-inside-a.bulletin.patch,patches/android-9.0.0_r1/platform/system/bt/0003-Check-AVRCP-data-length-when-parsing-inside-avrc_ctrl_pars_v.bulletin.patch",N/A,N/A,"In avrc_ctrl_pars_vendor_rsp of avrc_pars_ct.c, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure over Bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add a bounds check.,N/A,N/A,N/A,N/A
2018-11,CVE-2018-9541,Platform,System,Bluetooth,2018-11-01,A-111450531,ID,High,"7.0,7.1.1,7.1.2,8.0,8.1,9",N/A,"patches/android-7.0.0_r1/platform/system/bt/0001-DO-NOT-MERGE-Check-data-length-when-parsing-AVRCP-vendor-s.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0001-DO-NOT-MERGE-Check-data-length-when-parsing-AVRCP-vendor-s.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0001-DO-NOT-MERGE-Check-data-length-when-parsing-AVRCP-vendor-s.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0001-Check-data-length-when-parsing-AVRCP-vendor-specific-command.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0001-Check-data-length-when-parsing-AVRCP-vendor-specific-command.bulletin.patch,patches/android-9.0.0_r1/platform/system/bt/0001-Check-data-length-when-parsing-AVRCP-vendor-specific-command.bulletin.patch",N/A,N/A,"In avrc_pars_vendor_rsp of avcr_pars_ct.cc, there is a possible out-of-bounds read due to a missing bounds check. This could lead to remote information disclosure in the Bluetooth service with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add a bounds check.,N/A,N/A,N/A,N/A
2018-11,CVE-2018-9521,Platform,Media framework,NuPlayer2,2018-11-01,A-111874331,RCE,High,9,N/A,patches/android-9.0.0_r1/platform/frameworks/av/0001-NuPlayer2CCDecoder-Add-bound-check-before-memcpy.bulletin.patch,N/A,N/A,"In parseMPEGCCData of NuPlayer2CCDecoder.cpp, there is a possible out of bounds write due to an incorrect bounds check. This could lead to remote code execution in an unprivileged process with no additional execution privileges needed. User interaction is needed for exploitation.",The fix is designed to add bounds checks before calling memcpy.,N/A,N/A,N/A,N/A
2018-11,CVE-2018-9542,Platform,System,Bluetooth,2018-11-01,A-111896861,ID,High,"7.0,7.1.1,7.1.2,8.0,8.1,9",N/A,"patches/android-7.0.0_r1/platform/system/bt/0001-DO-NOT-MERGE-Check-data-length-when-parsing-AVRCP-vendor-s.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0001-DO-NOT-MERGE-Check-data-length-when-parsing-AVRCP-vendor-s.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0001-DO-NOT-MERGE-Check-data-length-when-parsing-AVRCP-vendor-s.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0001-Check-data-length-when-parsing-AVRCP-vendor-specific-command.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0001-Check-data-length-when-parsing-AVRCP-vendor-specific-command.bulletin.patch,patches/android-9.0.0_r1/platform/system/bt/0001-Check-data-length-when-parsing-AVRCP-vendor-specific-command.bulletin.patch",N/A,N/A,"In avrc_pars_vendor_rsp of avrc_pars_ct.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add a bounds check.,N/A,N/A,N/A,N/A
2018-11,CVE-2018-9526,Platform,Framework,Location,2018-11-01,A-112159033,ID,High,9,N/A,"patches/android-9.0.0_r1/device/google/marlin/0001-Changing-SUPL_ES-1-for-SUPL-end-point-control.bulletin.patch,patches/android-9.0.0_r1/platform/frameworks/base/0002-Changing-SUPL_ES-1-for-SUPL-end-point-control.bulletin.patch",N/A,N/A,"In device configuration data, there is an improperly configured setting.  This could lead to remote disclosure of device location. User interaction is not needed for exploitation.",The fix is designed to configure SUPL_ES to ensure that Secure User Plane Location is enabled only when the device is in emergency mode.,N/A,N/A,N/A,N/A
2018-11,CVE-2018-9527,Platform,Media framework,tremolo,2018-11-01,A-112159345,RCE,Critical,"7.0,7.1.1,7.1.2,8.0,8.1,9",N/A,"patches/android-7.0.0_r1/platform/external/tremolo/0001-Fix-OOB-access-in-Tremolo.bulletin.patch,patches/android-7.1.1_r4/platform/external/tremolo/0001-Fix-OOB-access-in-Tremolo.bulletin.patch,patches/android-7.1.2_r5/platform/external/tremolo/0001-Fix-OOB-access-in-Tremolo.bulletin.patch,patches/android-8.0.0_r1/platform/external/tremolo/0001-Fix-OOB-access-in-Tremolo.bulletin.patch,patches/android-8.1.0_r1/platform/external/tremolo/0001-Fix-OOB-access-in-Tremolo.bulletin.patch,patches/android-9.0.0_r1/platform/external/tremolo/0001-Fix-OOB-access-in-Tremolo.bulletin.patch",N/A,N/A,In vorbis_book_decodev_set of codebook.c there is a possible out of bounds write due to missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.,The fix is designed to avoid the out of bounds write.,N/A,N/A,N/A,N/A
2018-11,CVE-2018-9522,Platform,Framework,Framework,2018-11-01,A-112550251,EoP,High,9,N/A,patches/android-9.0.0_r1/platform/frameworks/base/0001-Fixes-possible-issue-with-no-op-creator-.bulletin.patch,N/A,N/A,"In the serialization functions of StatsLogEventWrapper.java, there is a possible out-of-bounds write due to unnecessary functionality which may be abused. This could lead to local escalation of privilege in the system process with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to remove the StatsLogEventWrapper serialization functionality which was possible to abuse.,N/A,N/A,N/A,N/A
2018-11,CVE-2018-9528,Platform,Media framework,libxaac,2018-11-01,A-112551721,RCE,Critical,9,N/A,patches/android-9.0.0_r1/platform/external/libxaac/0004-Fix-for-NPD-in-case-of-single-coupling-channel-element-.bulletin.patch,N/A,N/A,In ixheaacd_over_lap_add1_armv8 of ixheaacd_overlap_add1.s there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.,The fix is designed to avoid the out of bounds write.,N/A,N/A,N/A,N/A
2018-11,CVE-2018-9529,Platform,Media framework,libxaac,2018-11-01,A-112551874,RCE,Critical,9,N/A,patches/android-9.0.0_r1/platform/external/libxaac/0006-Fix-for-crc-related-issues.bulletin.patch,N/A,N/A,In ixheaacd_individual_ch_stream of ixheaacd_channel.c there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.,The fix is designed to avoid the out of bounds write.,N/A,N/A,N/A,N/A
