ASB,CVE,area,component,subcomponent,patch_level,android_id,type,severity,aosp_versions,patch_links,patch_files,vendor,references,tech_details,fix_details,notes,affected_silicon,cts_test,prior_patch_levels
2018-03,CVE-2017-13248,Platform,Media framework,Libmpeg2,2018-03-01,A-70349612,RCE,Critical,"6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-6.0.0_r1/platform/external/libmpeg2/0001-Correcting-Buffer-Allocation-for-Shared-Display.bulletin.patch,patches/android-6.0.1_r20/platform/external/libmpeg2/0001-Correcting-Buffer-Allocation-for-Shared-Display.bulletin.patch,patches/android-7.0.0_r1/platform/external/libmpeg2/0001-Correcting-Buffer-Allocation-for-Shared-Display.bulletin.patch,patches/android-7.1.1_r4/platform/external/libmpeg2/0001-Correcting-Buffer-Allocation-for-Shared-Display.bulletin.patch,patches/android-7.1.2_r5/platform/external/libmpeg2/0001-Correcting-Buffer-Allocation-for-Shared-Display.bulletin.patch,patches/android-8.0.0_r1/platform/external/libmpeg2/0001-Correcting-Buffer-Allocation-for-Shared-Display.bulletin.patch,patches/android-8.1.0_r1/platform/external/libmpeg2/0001-Correcting-Buffer-Allocation-for-Shared-Display.bulletin.patch",N/A,N/A,"In impeg2_idct_recon_sse42() of impeg2_idct_recon_sse42_intr.c, there is an out of bound write due to a missing bounds check. This could lead to an remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.",The fix is designed to prevent the out of bound write.,N/A,N/A,N/A,N/A
2018-03,CVE-2017-13249,Platform,Media framework,Libmpeg2,2018-03-01,A-70399408,RCE,Critical,"6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-6.0.0_r1/platform/external/libmpeg2/0002-Adding-Error-Check-for-Output-Buffer-Size.bulletin.patch,patches/android-6.0.1_r20/platform/external/libmpeg2/0002-Adding-Error-Check-for-Output-Buffer-Size.bulletin.patch,patches/android-7.0.0_r1/platform/external/libmpeg2/0002-Adding-Error-Check-for-Output-Buffer-Size.bulletin.patch,patches/android-7.1.1_r4/platform/external/libmpeg2/0002-Adding-Error-Check-for-Output-Buffer-Size.bulletin.patch,patches/android-7.1.2_r5/platform/external/libmpeg2/0002-Adding-Error-Check-for-Output-Buffer-Size.bulletin.patch,patches/android-8.0.0_r1/platform/external/libmpeg2/0002-Adding-Error-Check-for-Output-Buffer-Size.bulletin.patch,patches/android-8.1.0_r1/platform/external/libmpeg2/0002-Adding-Error-Check-for-Output-Buffer-Size.bulletin.patch",N/A,N/A,"In impeg2d_api_set_display_frame of impeg2d_api_main.c, there is an out of bound write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.",The fix is designed to prevent the out of bound write.,N/A,N/A,N/A,N/A
2018-03,CVE-2017-13250,Platform,Media framework,Libavc,2018-03-01,A-71375536,RCE,Critical,"6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-7.1.1_r4/platform/external/libavc/0002-Decoder-Fixed-memory-overflow-in-shared-display-mode-.bulletin.patch,patches/android-7.1.2_r5/platform/external/libavc/0002-Decoder-Fixed-memory-overflow-in-shared-display-mode-.bulletin.patch,patches/android-8.0.0_r1/platform/external/libavc/0002-Decoder-Fixed-memory-overflow-in-shared-display-mode-.bulletin.patch,patches/android-8.1.0_r1/platform/external/libavc/0002-Decoder-Fixed-memory-overflow-in-shared-display-mode-.bulletin.patch,patches/android-6.0.0_r1/platform/external/libavc/0002-Decoder-Fixed-memory-overflow-in-shared-display-mode-.bulletin.patch,patches/android-6.0.1_r20/platform/external/libavc/0002-Decoder-Fixed-memory-overflow-in-shared-display-mode-.bulletin.patch,patches/android-7.0.0_r1/platform/external/libavc/0002-Decoder-Fixed-memory-overflow-in-shared-display-mode-.bulletin.patch",N/A,N/A,"In ih264d_fmt_conv_420sp_to_420p of ih264d_utils.c, there is an out of bound write due to a missing out of bounds check because of a multiplication error.  This could lead to an remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.",The fix is designed to fix the multiplication error to avoid the out of bound write.,N/A,N/A,N/A,N/A
2018-03,CVE-2017-13251,Platform,Media framework,Libmpeg2,2018-03-01,A-69269702,EoP,Critical,"6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-6.0.0_r1/platform/external/libmpeg2/0003-Fixing-Underflow-of-ps_dec-u2_num_mbs_left.bulletin.patch,patches/android-6.0.1_r20/platform/external/libmpeg2/0003-Fixing-Underflow-of-ps_dec-u2_num_mbs_left.bulletin.patch,patches/android-7.0.0_r1/platform/external/libmpeg2/0003-Fixing-Underflow-of-ps_dec-u2_num_mbs_left.bulletin.patch,patches/android-7.1.1_r4/platform/external/libmpeg2/0003-Fixing-Underflow-of-ps_dec-u2_num_mbs_left.bulletin.patch,patches/android-7.1.2_r5/platform/external/libmpeg2/0003-Fixing-Underflow-of-ps_dec-u2_num_mbs_left.bulletin.patch,patches/android-8.0.0_r1/platform/external/libmpeg2/0003-Fixing-Underflow-of-ps_dec-u2_num_mbs_left.bulletin.patch,patches/android-8.1.0_r1/platform/external/libmpeg2/0003-Fixing-Underflow-of-ps_dec-u2_num_mbs_left.bulletin.patch",N/A,N/A,"In impeg2d_dec_pic_data_thread of impeg2d_dec_hdr.c, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege when running multi threaded with no additional execution privileges needed. User interaction is needed for exploitation.",The fix is designed to fix the underflow that causes the out of bounds write.,N/A,N/A,N/A,N/A
2018-03,CVE-2017-13252,Platform,Media framework,Libmediadrm,2018-03-01,A-70526702,EoP,High,"8.0,8.1",N/A,"patches/android-8.0.0_r1/platform/frameworks/av/0003-Fix-use-of-uninitialized-value-in-libmediadrm.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/av/0003-Fix-use-of-uninitialized-value-in-libmediadrm.bulletin.patch",N/A,N/A,"In CryptoHal::decrypt of CryptoHal.cpp, there is an out of bounds write due to improper input validation that results in a read from uninitialized memory. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",The fix is designed to stop the out of bound write by adding a bounds check.,N/A,N/A,N/A,N/A
2018-03,CVE-2017-13253,Platform,Media framework,Libmediadrm,2018-03-01,A-71389378,EoP,High,"8.0,8.1",N/A,"patches/android-8.0.0_r1/platform/frameworks/av/0002-Fix-potential-buffer-overflow-in-mediadrmserver.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/av/0002-Fix-potential-buffer-overflow-in-mediadrmserver.bulletin.patch",N/A,N/A,"In CryptoPlugin::decrypt of CryptoPlugin.cpp, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",The fix is designed to stop the out of bound write by adding a bounds check.,N/A,N/A,N/A,N/A
2018-03,CVE-2017-13255,Platform,System,Bluetooth,2018-03-01,A-68776054,RCE,Critical,"5.1.1,6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-5.1.1_r37/platform/external/bluetooth/bluedroid/0001-DO-NOT-MERGE-Fix-unexpected-behavior-in-SDP.bulletin.patch,patches/android-7.0.0_r1/platform/system/bt/0002-DO-NOT-MERGE-Fix-unexpected-behavior-in-SDP.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0002-DO-NOT-MERGE-Fix-unexpected-behavior-in-SDP.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0002-DO-NOT-MERGE-Fix-unexpected-behavior-in-SDP.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0002-Fix-unexpected-behavior-in-SDP.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0002-Fix-unexpected-behavior-in-SDP.bulletin.patch,patches/android-6.0.0_r1/platform/system/bt/0001-DO-NOT-MERGE-Fix-unexpected-behavior-in-SDP.bulletin.patch,patches/android-6.0.1_r20/platform/system/bt/0001-DO-NOT-MERGE-Fix-unexpected-behavior-in-SDP.bulletin.patch",N/A,N/A,"In process_service_attr_req of sdp_server.c, there is an out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to perform appropriate validation of a length value to prevent the out of bounds write.,N/A,N/A,N/A,N/A
2018-03,CVE-2017-13256,Platform,System,Bluetooth,2018-03-01,A-68817966,RCE,Critical,"5.1.1,6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-5.1.1_r37/platform/external/bluetooth/bluedroid/0001-DO-NOT-MERGE-Fix-unexpected-behavior-in-SDP.bulletin.patch,patches/android-7.0.0_r1/platform/system/bt/0002-DO-NOT-MERGE-Fix-unexpected-behavior-in-SDP.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0002-DO-NOT-MERGE-Fix-unexpected-behavior-in-SDP.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0002-DO-NOT-MERGE-Fix-unexpected-behavior-in-SDP.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0002-Fix-unexpected-behavior-in-SDP.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0002-Fix-unexpected-behavior-in-SDP.bulletin.patch,patches/android-6.0.0_r1/platform/system/bt/0001-DO-NOT-MERGE-Fix-unexpected-behavior-in-SDP.bulletin.patch,patches/android-6.0.1_r20/platform/system/bt/0001-DO-NOT-MERGE-Fix-unexpected-behavior-in-SDP.bulletin.patch",N/A,N/A,"In process_service_search_attr_req of sdp_server.cc, there is an out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to perform appropriate validation of a length value to prevent the out of bounds write.,N/A,N/A,N/A,N/A
2018-03,CVE-2017-13272,Platform,System,Bluetooth,2018-03-01,A-67110137,RCE,Critical,"7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-7.0.0_r1/platform/system/bt/0007-Allocate-free-the-SDP-connection-timers-only-during-stack-st.bulletin.patch,patches/android-7.0.0_r1/platform/system/bt/0001-Removed-alarm-callback-execution-statistics.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0007-Allocate-free-the-SDP-connection-timers-only-during-stack-st.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0001-Removed-alarm-callback-execution-statistics.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0007-Allocate-free-the-SDP-connection-timers-only-during-stack-st.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0001-Removed-alarm-callback-execution-statistics.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0008-Allocate-free-the-SDP-connection-timers-only-during-stack-st.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0001-Removed-alarm-callback-execution-statistics.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0008-Allocate-free-the-SDP-connection-timers-only-during-stack-st.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0001-Removed-alarm-callback-execution-statistics.bulletin.patch",N/A,N/A,"In alarm_ready_generic of alarm.cc, there is a possible out of bounds write due to a use after free. This could lead to remote escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.","The fix is designed to change when the alarm is freed, preventing the use after free.",N/A,N/A,N/A,N/A
2018-03,CVE-2017-13257,Platform,System,Bluetooth,2018-03-01,A-67110692,ID,High,"5.1.1,6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-5.1.1_r37/platform/external/bluetooth/bluedroid/0004-PAN-Fix-Use-after-free-in-bta_pan_data_buf_ind_cback.bulletin.patch,patches/android-7.0.0_r1/platform/system/bt/0010-PAN-Fix-Use-after-free-in-bta_pan_data_buf_ind_cback.bulletin.patch,patches/android-7.1.1_r4/platform/system/bt/0010-PAN-Fix-Use-after-free-in-bta_pan_data_buf_ind_cback.bulletin.patch,patches/android-7.1.2_r5/platform/system/bt/0010-PAN-Fix-Use-after-free-in-bta_pan_data_buf_ind_cback.bulletin.patch,patches/android-8.0.0_r1/platform/system/bt/0005-PAN-Fix-Use-after-free-in-bta_pan_data_buf_ind_cback.bulletin.patch,patches/android-8.1.0_r1/platform/system/bt/0005-PAN-Fix-Use-after-free-in-bta_pan_data_buf_ind_cback.bulletin.patch,patches/android-6.0.0_r1/platform/system/bt/0004-PAN-Fix-Use-after-free-in-bta_pan_data_buf_ind_cback.bulletin.patch,patches/android-6.0.1_r20/platform/system/bt/0004-PAN-Fix-Use-after-free-in-bta_pan_data_buf_ind_cback.bulletin.patch",N/A,N/A,In bta_pan_data_buf_ind_cback of bta_pan_act.cc there is a use after free that can result in an out of bounds read of memory allocated via malloc.  This could lead to information disclosure with no additional execution privileges needed.  User interaction is needed for exploitation.,The fix is designed to not use freed memory.,N/A,N/A,N/A,N/A
