ASB,CVE,area,component,subcomponent,patch_level,android_id,type,severity,aosp_versions,patch_links,patch_files,vendor,references,tech_details,fix_details,notes,affected_silicon,cts_test,prior_patch_levels
2018-06,CVE-2017-0564,Kernel,Update: Kernel,ion,2018-06-05,A-34276203,EoP,High,N/A,N/A,code_snippets/ANDROID-34276203.zip,N/A,Upstream Kernel,"In functionality implemented in ion.c, there is a use after free due to a race condition.  This could lead to local elevation of privilege with no additional execution privileges needed.  User interaction is not needed for exploitation.",The fix is designed to separate the kref for ion handles into two components.,N/A,N/A,N/A,N/A
2018-06,CVE-2018-9382,Platform,System,Wifi Service,N/A,A-35765136,EoP,Moderate,"6.0,6.0.1,7.0,7.1.1,7.1.2",N/A,"patches/android-6.0.0_r1/platform/frameworks/opt/net/wifi/0001-RESTRICT-AUTOMERGE-WifiServiceImpl-fix-and-add-tethering-c.bulletin.patch,patches/android-6.0.1_r20/platform/frameworks/opt/net/wifi/0001-RESTRICT-AUTOMERGE-WifiServiceImpl-fix-and-add-tethering-c.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/opt/net/wifi/0001-RESTRICT-AUTOMERGE-WifiServiceImpl-fix-and-add-tethering-c.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/opt/net/wifi/0001-RESTRICT-AUTOMERGE-WifiServiceImpl-fix-and-add-tethering-c.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/opt/net/wifi/0001-RESTRICT-AUTOMERGE-WifiServiceImpl-fix-and-add-tethering-c.bulletin.patch",N/A,N/A,"In setWifiApEnabled of WifiServiceImpl.java, there is a possible escalation of privilege due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",The fix is designed to add the missing permission check.,N/A,N/A,N/A,N/A
2018-06,CVE-2018-5897,Kernel,Qualcomm components,wcd_cpe_core,N/A,A-62536960,EoP,Moderate,N/A,N/A,N/A,Qualcomm,QC-CR#2169403,"In several places of wcd_cpe_core.c, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add locks to prevent the use after free.,N/A,N/A,N/A,N/A
2018-06,"CVE-2018-9409
",Platform,Media framework,Display.QService,2018-06-05,A-63144992,EoP,High,8.1,N/A,patches/android-8.1.0_r1/platform/hardware/qcom/display/0001-sdm-hwc2-validate-display-id-in-SetColorModeById.bulletin.patch,N/A,QC-CR#2114346,"In HWCSession::SetColorModeById of hwc_session.cpp, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to perform proper validation of the display index.,N/A,N/A,N/A,N/A
2018-06,CVE-2017-13077,Kernel,Qualcomm components,WLAN,2018-06-05,A-63165064,EoP,High,N/A,N/A,N/A,Qualcomm,N/A,Several issues in the Wi-Fi stack could lead to an elevation of privilege.,The fix is designed to update the Qualcomm Wi-Fi stack.,N/A,N/A,N/A,N/A
2018-06,CVE-2018-9379,Platform,Media framework,MediaProvider,N/A,A-63766886,ID,Moderate,"6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-6.0.0_r1/platform/frameworks/base/0001-DO-NOT-MERGE-Rework-thumbnail-cleanup.bulletin.patch,patches/android-6.0.0_r1/platform/packages/providers/MediaProvider/0001-Rework-thumbnail-cleanup.bulletin.patch,patches/android-6.0.1_r20/platform/frameworks/base/0001-DO-NOT-MERGE-Rework-thumbnail-cleanup.bulletin.patch,patches/android-6.0.1_r20/platform/packages/providers/MediaProvider/0001-Rework-thumbnail-cleanup.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/base/0001-Rework-thumbnail-cleanup.bulletin.patch,patches/android-7.0.0_r1/platform/packages/providers/MediaProvider/0001-Rework-thumbnail-cleanup.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/base/0001-Rework-thumbnail-cleanup.bulletin.patch,patches/android-7.1.1_r4/platform/packages/providers/MediaProvider/0001-Rework-thumbnail-cleanup.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/base/0001-Rework-thumbnail-cleanup.bulletin.patch,patches/android-7.1.2_r5/platform/packages/providers/MediaProvider/0001-Rework-thumbnail-cleanup.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/base/0003-Rework-thumbnail-cleanup-DO-NOT-MERGE.bulletin.patch,patches/android-8.0.0_r1/platform/packages/providers/MediaProvider/0001-Rework-thumbnail-cleanup-DO-NOT-MERGE.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/base/0004-Rework-thumbnail-cleanup.bulletin.patch,patches/android-8.1.0_r1/platform/packages/providers/MediaProvider/0001-Rework-thumbnail-cleanup.bulletin.patch",N/A,N/A,Image thumbnails from the camera in %devicemodel%/DCIM/ .thumbnails not being deleted even after original images being deleted and trash emptied. This could lead to information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.,The fix is designed to ensure thumbnails be deleted.,N/A,N/A,N/A,N/A
2018-06,CVE-2018-9377,Platform,Framework,ActivityManager,N/A,A-64752751,ID,Moderate,"6.0,6.0.1",N/A,"patches/android-6.0.0_r1/platform/frameworks/base/0002-Fix-issue-27317952-PendingIntent-getIntent-should-be-pro.bulletin.patch,patches/android-6.0.1_r20/platform/frameworks/base/0002-Fix-issue-27317952-PendingIntent-getIntent-should-be-pro.bulletin.patch",N/A,N/A,"In getIntentForIntentSender of ActivityManagerService.java, there is a lack of permissions enforcement.  This could lead to information disclosure with no additional execution privileges needed.  User interaction is not needed for exploitation.",The fix is designed to implement a missing permission check.,N/A,N/A,N/A,N/A
2018-06,CVE-2018-9389,Kernel,Kernel components,ipv4/ipv6,N/A,A-65023306,EoP,Moderate,N/A,N/A,"code_snippets/ANDROID-65023306_1.zip,code_snippets/ANDROID-65023306_2.zip,code_snippets/ANDROID-65023306_3.10_1.zip,code_snippets/ANDROID-65023306_3.10_2.zip,code_snippets/ANDROID-65023306_3.zip",Upstream Linux,N/A,"In rawv6_send_hdrinc and raw_send_hdrinc of ipv4/raw.c and ipv6/raw.c, there is an out of bounds write due to missing bounds checks.  These could lead to escalation of privilege with System execution privileges needed.  User interaction is not needed for exploitation.",The fix is designed to implement appropriate bounds checks.,N/A,N/A,N/A,N/A
2018-06,CVE-2017-18158,Kernel,Qualcomm closed-source components,decoder,N/A,A-65049457,N/A,Moderate,N/A,N/A,N/A,Qualcomm,QC-CR#2100627,N/A,N/A,Qualcomm AMSS bulletin: N/A,N/A,N/A,N/A
2018-06,CVE-2017-13230,Platform,Media framework,MP4 codec,2018-06-01,A-65483665,RCE,Critical,6.0,N/A,patches/android-6.0.0_r1/platform/frameworks/av/0001-RESTRICT-AUTOMERGE-SoftHEVC-Handle-error-in-reInitDecoder-.bulletin.patch,N/A,N/A,"In ihevcd_parse_sps of ihevcd_parse_headers.c, there is a possible out of bounds write due to a missing bounds check.  This could lead to remote code execution with no additional execution privileges needed.  User interaction is needed for exploitation.",The fix is designed to perform appropriate bounds checks.,N/A,N/A,N/A,N/A
