ASB,CVE,area,component,subcomponent,patch_level,android_id,type,severity,aosp_versions,patch_links,patch_files,vendor,references,tech_details,fix_details,notes,affected_silicon,cts_test,prior_patch_levels
2018-01,CVE-2017-13176,Platform,Android runtime,URLStreamHandler,2018-01-01,A-68341964,EoP,High,"5.1.1,6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-6.0.1_r20/platform/frameworks/base/0005-Adjust-Uri-host-parsing-to-use-last-instead-of-first-.bulletin.patch,patches/android-5.1.1_r37/platform/frameworks/base/0004-Adjust-Uri-host-parsing-to-use-last-instead-of-first-.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/base/0007-Adjust-Uri-host-parsing-to-use-last-instead-of-first-.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/base/0003-Adjust-Uri-host-parsing-to-use-last-instead-of-first-.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/base/0005-Adjust-Uri-host-parsing-to-use-last-instead-of-first-.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/base/0006-Adjust-Uri-host-parsing-to-use-last-instead-of-first-.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/base/0006-Adjust-Uri-host-parsing-to-use-last-instead-of-first-.bulletin.patch,patches/android-6.0.0_r1/platform/frameworks/base/0005-Adjust-Uri-host-parsing-to-use-last-instead-of-first-.bulletin.patch",N/A,N/A,"In the parseURL function of URLStreamHandler, there is improper input validation of the host field. This could lead to a remote elevation of privilege that could enable bypassing user interaction requirements.","The fix is designed to change host parsing to match the WHATWG URL parsing algorithm, checking the final '@' instead of the first.",N/A,N/A,N/A,N/A
2018-01,CVE-2017-13177,Platform,Media framework,Libhevc,2018-01-01,A-68320413,RCE,Critical,"5.1.1,6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-7.1.1_r4/platform/external/libhevc/0009-Add-PUSH-POP-of-D-registers-in-Arm-Neon-32-bit-functions.bulletin.patch,patches/android-7.1.1_r4/platform/external/libhevc/0008-Fixed-few-issues-in-SAO-arm-assemblies.bulletin.patch,patches/android-7.1.2_r5/platform/external/libhevc/0009-Add-PUSH-POP-of-D-registers-in-Arm-Neon-32-bit-functions.bulletin.patch,patches/android-7.1.2_r5/platform/external/libhevc/0008-Fixed-few-issues-in-SAO-arm-assemblies.bulletin.patch,patches/android-8.0.0_r1/platform/external/libhevc/0008-Add-PUSH-POP-of-D-registers-in-Arm-Neon-32-bit-functions.bulletin.patch,patches/android-8.1.0_r1/platform/external/libhevc/0007-Add-PUSH-POP-of-D-registers-in-Arm-Neon-32-bit-functions.bulletin.patch,patches/android-5.1.1_r37/platform/external/libhevc/0010-Add-PUSH-POP-of-D-registers-in-Arm-Neon-32-bit-functions.bulletin.patch,patches/android-5.1.1_r37/platform/external/libhevc/0009-Fixed-few-issues-in-SAO-arm-assemblies.bulletin.patch,patches/android-5.1.1_r37/platform/external/libhevc/0008-Fixed-stack-pointer-increment-in-ihevc_itrans_recon_8x8-s.bulletin.patch,patches/android-5.1.1_r37/platform/external/libhevc/0007-Update-assembly-files-to-unified-syntax.bulletin.patch,patches/android-6.0.0_r1/platform/external/libhevc/0009-Add-PUSH-POP-of-D-registers-in-Arm-Neon-32-bit-functions.bulletin.patch,patches/android-6.0.0_r1/platform/external/libhevc/0008-Fixed-few-issues-in-SAO-arm-assemblies.bulletin.patch,patches/android-6.0.0_r1/platform/external/libhevc/0007-Fixed-stack-pointer-increment-in-ihevc_itrans_recon_8x8-s.bulletin.patch,patches/android-6.0.1_r20/platform/external/libhevc/0010-Add-PUSH-POP-of-D-registers-in-Arm-Neon-32-bit-functions.bulletin.patch,patches/android-6.0.1_r20/platform/external/libhevc/0009-Fixed-few-issues-in-SAO-arm-assemblies.bulletin.patch,patches/android-6.0.1_r20/platform/external/libhevc/0008-Fixed-stack-pointer-increment-in-ihevc_itrans_recon_8x8-s.bulletin.patch,patches/android-7.0.0_r1/platform/external/libhevc/0009-Add-PUSH-POP-of-D-registers-in-Arm-Neon-32-bit-functions.bulletin.patch,patches/android-7.0.0_r1/platform/external/libhevc/0008-Fixed-few-issues-in-SAO-arm-assemblies.bulletin.patch",N/A,N/A,"In several functions of libhevc, NEON registers are not preserved. This could lead to remote code execution as a privileged process.","The fix is designed to preserve the NEON registers, as required by the ARM ABI calling conventions.",N/A,N/A,N/A,N/A
2018-01,CVE-2017-13178,Platform,Media framework,SoftAVC,2018-01-01,A-66969281,RCE,Critical,"6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-7.1.1_r4/platform/frameworks/av/0009-Access-AVCDEC-context-after-create-fail-check.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/av/0009-Access-AVCDEC-context-after-create-fail-check.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/av/0010-Access-AVCDEC-context-after-create-fail-check.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/av/0008-Access-AVCDEC-context-after-create-fail-check.bulletin.patch,patches/android-6.0.1_r20/platform/frameworks/av/0007-Access-AVCDEC-context-after-create-fail-check.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/av/0009-Access-AVCDEC-context-after-create-fail-check.bulletin.patch",N/A,N/A,"In the initDecoder function of SoftAVCDec, there is an possible out-of-bounds write to mCodecCtx due to a use after free when buffer allocation fails. This could lead to remote code execution as a privileged process.",The fix is designed to check the failure code from ivdec_api_function before accessing mCodecCtx to prevent the use after free.,N/A,N/A,N/A,N/A
2018-01,CVE-2017-13179,Platform,Media framework,SoftHEVC,2018-01-01,A-66969193,RCE,Critical,"6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-7.1.1_r4/platform/frameworks/av/0002-Access-HEVC-context-after-create-fail-check.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/av/0002-Access-HEVC-context-after-create-fail-check.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/av/0002-Access-HEVC-context-after-create-fail-check.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/av/0002-Access-HEVC-context-after-create-fail-check.bulletin.patch,patches/android-6.0.1_r20/platform/frameworks/av/0002-Access-HEVC-context-after-create-fail-check.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/av/0002-Access-HEVC-context-after-create-fail-check.bulletin.patch",N/A,N/A,"In the ihevcd_allocate_static_bufs and ihevcd_create functions of SoftHEVC, there is a possible out-of-bounds write due to a use after free. Both ps_codec_obj and ps_create_op->s_ivd_create_op_t.pv_handle point to the same memory and ps_codec_obj could be freed without clearing ps_create_op->s_ivd_create_op_t.pv_handle. This could lead to remote code execution as a privileged process.",The fix is designed to check for success before accessing mCodecCtx in SoftHEVC::initDecoder to prevent the use after free.,N/A,N/A,N/A,N/A
2018-01,CVE-2017-0770,Platform,Media framework,MediaPlayerService,2018-01-01,A-38234812,EoP,High,"7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-7.1.1_r4/platform/frameworks/av/0004-RESTRICT-AUTOMERGE-Protect-against-possible-race-conditions.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/av/0004-RESTRICT-AUTOMERGE-Protect-against-possible-race-conditions.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/av/0004-Protect-against-possible-race-conditions.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/av/0004-Protect-against-possible-race-conditions.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/av/0004-RESTRICT-AUTOMERGE-Protect-against-possible-race-conditions.bulletin.patch",N/A,N/A,"In several functions of MediaPlayerService, there is a possible use after free due to insufficient locking around the mPlayer member. This could lead to an elevation of privilege enabling code execution as a privileged process.",The fix is designed to add locks around access to mPlayer and mAudioOutput.,N/A,N/A,N/A,N/A
2018-01,CVE-2017-13180,Platform,Media framework,SoftAVC,2018-01-01,A-66969349,EoP,High,"6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-7.1.1_r4/platform/frameworks/av/0003-SoftAVCDec-Handle-zero-length-input-without-EOS.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/av/0003-SoftAVCDec-Handle-zero-length-input-without-EOS.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/av/0003-SoftAVCDec-Handle-zero-length-input-without-EOS.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/av/0003-SoftAVCDec-Handle-zero-length-input-without-EOS.bulletin.patch,patches/android-6.0.0_r1/platform/frameworks/av/0002-SoftAVCDec-Handle-zero-length-input-without-EOS.bulletin.patch,patches/android-6.0.1_r20/platform/frameworks/av/0003-SoftAVCDec-Handle-zero-length-input-without-EOS.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/av/0003-SoftAVCDec-Handle-zero-length-input-without-EOS.bulletin.patch",N/A,N/A,"In the onQueueFilled function of SoftAVCDec, there is a possible out-of-bounds write due to a use after free if a bad header causes the decoder to get caught in a loop while another thread frees the memory it's accessing. This could lead to an elevation of privilege enabling code execution as a privileged process.","The fix is designed to exit onQueueFilled if the bad header is detected, rather than getting caught in an infinite loop.",N/A,N/A,N/A,N/A
2018-01,CVE-2017-13181,Platform,Media framework,MtpServer,2018-01-01,A-67864232,EoP,High,"7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-8.0.0_r1/platform/frameworks/base/0006-mtp-fix-double-free-of-thumbnail-data.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/base/0002-mtp-fix-double-free-of-thumbnail-data.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/base/0006-mtp-fix-double-free-of-thumbnail-data.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/base/0005-mtp-fix-double-free-of-thumbnail-data.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/base/0005-mtp-fix-double-free-of-thumbnail-data.bulletin.patch",N/A,N/A,"In the doGetThumb and getThumbnail functions of MtpServer, there is a possible double free due to not NULLing out a freed pointer. This could lead to an elevation of privilege enabling code execution as a privileged process.",The fix is designed to NULL out the freed pointer.,N/A,N/A,N/A,N/A
2018-01,CVE-2017-13182,Platform,Media framework,Libstagefright,2018-01-01,A-67737022,EoP,High,"8.0,8.1",N/A,"patches/android-8.0.0_r1/platform/frameworks/av/0006-avoid-32-bit-integer-overflow.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/av/0006-avoid-32-bit-integer-overflow.bulletin.patch",N/A,N/A,"In the sendFormatChange function of ACodec, there is a possible integer overflow which could lead to an out-of-bounds write. This could lead to an elevation of privilege enabling code execution as a privileged process.",The fix is designed to prevent the integer overflow.,N/A,N/A,android/security/cts/StagefrightTest.java#testBug_67737022,N/A
2018-01,CVE-2017-13184,Platform,Media framework,SurfaceFlinger,2018-01-01,A-65483324,EoP,High,"8.0,8.1",N/A,"patches/android-8.0.0_r1/platform/frameworks/native/0001-surfaceflinger-make-vsync-injection-more-robust.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/native/0001-surfaceflinger-make-vsync-injection-more-robust.bulletin.patch",N/A,N/A,"In the enableVSyncInjections function of SurfaceFlinger, there is a possible use after free of mVSyncInjector. This could lead to an elevation of privilege enabling code execution as a privileged process.",The fix is designed to make vsync injections more robust against use after frees.,N/A,N/A,N/A,N/A
2018-01,CVE-2017-0855,Platform,Media framework,MPEG4Extractor,2018-01-01,A-64452857,DoS,High,"5.1.1,6.0,6.0.1,7.0,7.1.1,7.1.2,8.0",N/A,"patches/android-7.1.1_r4/platform/frameworks/av/0008-stagefright-MP4Extractor-allow-10-overhead-on-default-sam.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/av/0008-stagefright-MP4Extractor-allow-10-overhead-on-default-sam.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/av/0009-stagefright-MP4Extractor-allow-10-overhead-on-default-sam.bulletin.patch,patches/android-5.1.1_r37/platform/frameworks/av/0004-stagefright-MP4Extractor-allow-10-overhead-on-default-sam.bulletin.patch,patches/android-6.0.0_r1/platform/frameworks/av/0005-stagefright-MP4Extractor-allow-10-overhead-on-default-sam.bulletin.patch,patches/android-6.0.1_r20/platform/frameworks/av/0006-stagefright-MP4Extractor-allow-10-overhead-on-default-sam.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/av/0008-stagefright-MP4Extractor-allow-10-overhead-on-default-sam.bulletin.patch",N/A,N/A,"In MPEG4Extractor.cpp, there are several places where functions return early without cleaning up internal buffers which could lead to memory leaks. This could lead to denial of service of a critical system process.",The fix is designed to address the memory leaks.,N/A,N/A,N/A,N/A
