ASB,CVE,area,component,subcomponent,patch_level,android_id,type,severity,aosp_versions,patch_links,patch_files,vendor,references,tech_details,fix_details,notes,affected_silicon,cts_test,prior_patch_levels
2018-05,CVE-2017-18153,Kernel,Qualcomm components,Qcacld-2.0,N/A,A-35470735,EoP,Moderate,N/A,N/A,N/A,Qualcomm,QC-CR#2021363,In function pktlog_read of pktlog_ac.c there is a possible heap corruption due to race conditions. This could lead to local escalation of privilege with system execution privileges needed. User interaction is not needed for exploitation.,The fix is designed to add proper locking.,N/A,N/A,N/A,N/A
2018-05,CVE-2017-18154,Kernel,Qualcomm components,Libgralloc,2018-05-05,A-62872238,EoP,High,N/A,N/A,N/A,Qualcomm,QC-CR#2109325,"In gralloc_unmap of mapper.cpp, there is a possible use after free due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.","The fix is designed to set the hnd->base_metadata correctly, preventing the issue.",N/A,N/A,N/A,N/A
2018-05,CVE-2017-13314,Platform,System,Network management service,2018-05-01,A-63000005,EoP,High,"7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-7.0.0_r1/platform/frameworks/base/0001--DO-NOT-MERGE-Add-permission-check-to-setAllowOnlyVpnForUid.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/base/0001--DO-NOT-MERGE-Add-permission-check-to-setAllowOnlyVpnForUid.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/base/0001--DO-NOT-MERGE-Add-permission-check-to-setAllowOnlyVpnForUid.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/base/0005--DO-NOT-MERGE-Add-permission-check-to-setAllowOnlyVpnForUid.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/base/0005--DO-NOT-MERGE-Add-permission-check-to-setAllowOnlyVpnForUid.bulletin.patch",N/A,N/A,"In setAllowOnlyVpnForUids of NetworkManagementService.java, there is a possible security settings bypass due to a missing permission check. This could lead to local escalation of privilege allowing users to access non-VPN networks, when they are supposed to be restricted to the VPN networks, with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add the missing permission check.,N/A,N/A,N/A,N/A
2018-05,CVE-2018-6254,Kernel,NVIDIA components,Media server,N/A,A-64340684,ID,Moderate,N/A,N/A,code_snippets/ANDROID-64340684.zip,Nvidia,N/A,"In OMX.Nvidia.aac.decoder of Nvidia's v27 vendor library, there is a possible out-of-bounds read due to improper input validation. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to fix the input validation.,N/A,N/A,N/A,N/A
2018-05,CVE-2017-15857,Kernel,Qualcomm components,Camera,N/A,A-65122765,EoP,Moderate,N/A,N/A,N/A,Qualcomm,"QC-CR#2111672,QC-CR#2152401,QC-CR#2152399,QC-CR#2153841","In msm_actuator_parse_i2c_params of msm_actuator.c, there is a possible OOB write due to a variable not being reset properly when an error condition occurs.  This could lead to local escalation of privilege with System execution privileges needed.  User interaction is not needed for exploitation.",The fix is designed to perform appropriate NULL pointer checks and reset the total_steps variable to zero when an error occurs on copy.,N/A,N/A,N/A,N/A
2018-05,CVE-2017-13322,Platform,System,Telephony,N/A,A-67862398,DoS,Moderate,"6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-6.0.0_r1/platform/packages/services/Telephony/0001-Enhanced-permission-checks-for-TelephonyManager-endCall-AP.bulletin.patch,patches/android-6.0.1_r20/platform/packages/services/Telephony/0001-Enhanced-permission-checks-for-TelephonyManager-endCall-AP.bulletin.patch,patches/android-7.0.0_r1/platform/packages/services/Telephony/0001-Enhanced-permission-checks-for-TelephonyManager-endCall-AP.bulletin.patch,patches/android-7.1.1_r4/platform/packages/services/Telephony/0001-Merge-commit-7d518b39bc046617cc31a8cd42a7b5db4d7311e4-into.bulletin.patch,patches/android-7.1.2_r5/platform/packages/services/Telephony/0001-Merge-commit-7d518b39bc046617cc31a8cd42a7b5db4d7311e4-into.bulletin.patch,patches/android-8.0.0_r1/platform/packages/services/Telephony/0001-Merge-commit-7d518b39bc046617cc31a8cd42a7b5db4d7311e4-into.bulletin.patch,patches/android-8.1.0_r1/platform/packages/services/Telephony/0001-Enhanced-permission-checks-for-TelephonyManager-endCall-AP.bulletin.patch",N/A,N/A,"In endCallForSubscriber of PhoneInterfaceManager.java, there is missing permission check. This could lead to local denial of service where a phone call can be ended with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add the missing permission check.,N/A,N/A,N/A,N/A
2018-05,CVE-2017-6293,Kernel,NVIDIA components,NVIDIA Tegra X1 TZ,2018-05-05,A-69377364,EoP,High,N/A,N/A,"code_snippets/ANDROID-69377364_1.zip,code_snippets/ANDROID-69377364_2.zip",Nvidia,N/A,"In the handler for command 7 of the TZ Widevine applet, there is an out of bounds write due to a missing bounds check. This could lead to escalation of privilege to the TZ with System execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to remove the vulnerable handler.,N/A,N/A,N/A,N/A
2018-05,CVE-2018-6246,Kernel,NVIDIA components,Widevine trustlet,N/A,A-69383916,ID,Moderate,N/A,N/A,code_snippets/ANDROID-69383916.zip,Nvidia,N/A,"In RewrapDeviceRsaKey of the Widevine trustlet running in the NVIDIA Tegra TZ, there is an out of bounds read due to a missing bounds check. This could lead to information disclosure from the TZ with System execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to check the correct bounds.,N/A,N/A,N/A,N/A
2018-05,CVE-2017-16643,Kernel,Kernel components,USB driver,2018-05-05,A-69916367,ID,High,N/A,https://github.com/torvalds/linux/commit/a50829479f58416a013a4ccca791336af3c584c7,N/A,Upstream Linux,N/A,"In parse_hid_report_descriptor of gtco.c, there is a possible out-of-bounds-read due to a missing bounds check. This could lead to information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to correct the bounds check.,N/A,N/A,N/A,N/A
2018-05,CVE-2017-15832,Kernel,Qualcomm components,WLAN,N/A,A-70237689,EoP,Moderate,N/A,https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/commit/?id=2b087bc5d5bdc18f9bc75148bd8b176a676b910a,N/A,Qualcomm,QC-CR#2114756,"In wma_unified_link_iface_stats_event_handler of wma_utils.c, there is a possible out of bounds write due to a lack of bounds checking.  This could lead to local escalation of privilege if the WLAN firmware is compromised. User interaction is not needed for exploitation.",The fix is designed to perform appropriate bounds checking.,N/A,N/A,N/A,N/A
