ASB,CVE,area,component,subcomponent,patch_level,android_id,type,severity,aosp_versions,patch_links,patch_files,vendor,references,tech_details,fix_details,notes,affected_silicon,cts_test,prior_patch_levels
2018-07,CVE-2018-9434,Platform,Framework,Binder,N/A,A-29833520,ID,Moderate,"6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-6.0.0_r1/platform/frameworks/native/0001-Disallow-reading-object-data-from-Parcels-with-non-object-re.bulletin.patch,patches/android-6.0.0_r1/platform/frameworks/native/0003-Increment-when-attempting-to-read-protected-Parcel-Data.bulletin.patch,patches/android-6.0.1_r20/platform/frameworks/native/0001-Disallow-reading-object-data-from-Parcels-with-non-object-re.bulletin.patch,patches/android-6.0.1_r20/platform/frameworks/native/0003-Increment-when-attempting-to-read-protected-Parcel-Data.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/native/0001-Disallow-reading-object-data-from-Parcels-with-non-object-re.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/native/0003-Increment-when-attempting-to-read-protected-Parcel-Data.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/native/0001-Disallow-reading-object-data-from-Parcels-with-non-object-re.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/native/0003-Increment-when-attempting-to-read-protected-Parcel-Data.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/native/0001-Disallow-reading-object-data-from-Parcels-with-non-object-re.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/native/0003-Increment-when-attempting-to-read-protected-Parcel-Data.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/native/0001-Disallow-reading-object-data-from-Parcels-with-non-object-re.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/native/0003-Increment-when-attempting-to-read-protected-Parcel-Data.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/native/0001-Disallow-reading-object-data-from-Parcels-with-non-object-re.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/native/0003-Increment-when-attempting-to-read-protected-Parcel-Data.bulletin.patch",N/A,N/A,"In read and related functions of Binder.cpp, there is a possible out-of-bounds read due to an insecure default value. This could lead to local information disclosure in the system server with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to sort stored objects in Binder to avoid the improper read.,N/A,N/A,N/A,N/A
2018-07,CVE-2017-0606,Kernel,Qualcomm components,/dev/voice_svc driver,N/A,A-34088848,EoP,Moderate,N/A,N/A,N/A,Qualcomm,"QC-CR#2148210,QC-CR#2022490","In several functions of voice_svc.c, there are use after frees due to insufficient locking.  This could lead to local escalation of privilege with System execution privileges needed.  User interaction is not needed for exploitation.",The fix is designed to add locking.,N/A,N/A,N/A,N/A
2018-07,CVE-2018-9433,Platform,Framework,libpac,2018-07-01,A-38196219,RCE,Critical,"6.0,6.0.1,7.0,7.1.1,7.1.2",N/A,"patches/android-6.0.0_r1/platform/external/v8/0001--DO-NOT-MERGE-runtime-Fix-Array-prototype-concat-with-com.bulletin.patch,patches/android-6.0.1_r20/platform/external/v8/0001--DO-NOT-MERGE-runtime-Fix-Array-prototype-concat-with-com.bulletin.patch,patches/android-7.0.0_r1/platform/external/v8/0001-Merge-up-to-V8-5-8-DO-NOT-MERGE.bulletin.patch,patches/android-7.1.1_r4/platform/external/v8/0001-Merge-up-to-V8-5-8-DO-NOT-MERGE.bulletin.patch,patches/android-7.1.2_r5/platform/external/v8/0001-Merge-up-to-V8-5-8-DO-NOT-MERGE.bulletin.patch",N/A,N/A,"In ArrayConcatVisitor of builtins-array.cc, there is a possible type confusion due to improper input validation. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation.",The fix is designed to correctly check the input type.,N/A,N/A,N/A,N/A
2018-07,CVE-2017-15851,Kernel,Qualcomm components,Camerav2,N/A,A-38258851,EoP,Moderate,N/A,N/A,N/A,Qualcomm,QC-CR#2078155,"In msm_ois_config of msm_ois.c, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add additional checks when sending VIDIOC_MSM_OIS_CFG.,N/A,N/A,N/A,N/A
2018-07,CVE-2018-5838,Kernel,Qualcomm components,OpenGL ES driver,2018-07-05,A-63146462,EoP,High,N/A,N/A,N/A,Qualcomm,QC-CR#2151011,"In libGLESv2_adreno.so, there is a likely out of bounds write.  This could lead to local escalation of privilege with no additional execution privileges needed.  User interaction is not needed for exploitation.",The fix is designed to prevent the crash.,N/A,N/A,N/A,N/A
2018-07,CVE-2018-3586,Kernel,Qualcomm components,ADSPRPC heap manager,2018-07-05,A-63165135,RCE,High,N/A,N/A,N/A,Qualcomm,QC-CR#2139538 QC-CR#2073777,"In numerous functions in adsprpc.c, adsprpc_compat.c, and dsprpc_shared.h, there are incorrect types and missing checks that could lead to integer overflows, causing out of bounds writes.  These could lead to local escalation of privilege with no additional execution privileges needed.  User interaction is not needed for exploitation.","The fix is designed to fix types, add arithmetic checks, and add copy_from_user calls to fix these functions.",N/A,N/A,N/A,N/A
2018-07,CVE-2017-1000,Kernel,Kernel components,Linux kernel,N/A,A-68806309,EoP,Moderate,N/A,https://git.kernel.org/pub/scm/linux/kernel/git/davem/net.git/commit/?id=85f1bd9a7b5a79d5baa8bf44af19658f7bf77bfa,N/A,Upstream Linux,Upstream Kernel,"In __ip_append_data of ip_output.c, there is a possible memory corruption due to improper input validation. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to add proper validation.,N/A,N/A,N/A,N/A
2018-07,CVE-2017-18131,Kernel,Qualcomm closed-source components,NS XBL-Loader,2018-07-05,A-68989823,N/A,High,N/A,N/A,N/A,Qualcomm,QC-CR#2053943,N/A,N/A,Qualcomm AMSS bulletin: November 2017,N/A,N/A,N/A
2018-07,CVE-2018-9415,Kernel,Kernel components,AMBA driver,N/A,A-69129004,EoP,Moderate,N/A,https://patchwork.kernel.org/patch/10175615/,N/A,Upstream Linux,Upstream Kernel,"In driver_override_store and driver_override_show of bus.c, there is a possible double free due to improper locking. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to correct the locking.,N/A,N/A,N/A,N/A
2018-07,CVE-2018-9376,Platform,Framework,Accessibility,N/A,A-69981755,EoP,Moderate,"6.0,6.0.1,7.0,7.1.1,7.1.2,8.0,8.1",N/A,"patches/android-6.0.0_r1/platform/frameworks/base/0001-RESTRICT-AUTOMERGE-Prevent-reporting-fake-package-name-fr.bulletin.patch,patches/android-6.0.0_r1/platform/frameworks/base/0003-Nullcheck-to-fix-Autofill-CTS.bulletin.patch,patches/android-6.0.0_r1/platform/frameworks/base/0004-clearCallingIdentity-before-calling-into-getPackageUidAsUser.bulletin.patch,patches/android-6.0.1_r20/platform/frameworks/base/0001-RESTRICT-AUTOMERGE-Prevent-reporting-fake-package-name-fr.bulletin.patch,patches/android-6.0.1_r20/platform/frameworks/base/0003-Nullcheck-to-fix-Autofill-CTS.bulletin.patch,patches/android-6.0.1_r20/platform/frameworks/base/0004-clearCallingIdentity-before-calling-into-getPackageUidAsUser.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/base/0001-RESTRICT-AUTOMERGE-Prevent-reporting-fake-package-name-fr.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/base/0003-Nullcheck-to-fix-Autofill-CTS.bulletin.patch,patches/android-7.0.0_r1/platform/frameworks/base/0004-clearCallingIdentity-before-calling-into-getPackageUidAsUser.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/base/0001-RESTRICT-AUTOMERGE-Prevent-reporting-fake-package-name-fr.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/base/0003-Nullcheck-to-fix-Autofill-CTS.bulletin.patch,patches/android-7.1.1_r4/platform/frameworks/base/0004-clearCallingIdentity-before-calling-into-getPackageUidAsUser.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/base/0001-RESTRICT-AUTOMERGE-Prevent-reporting-fake-package-name-fr.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/base/0003-Nullcheck-to-fix-Autofill-CTS.bulletin.patch,patches/android-7.1.2_r5/platform/frameworks/base/0004-clearCallingIdentity-before-calling-into-getPackageUidAsUser.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/base/0001-RESTRICT-AUTOMERGE-Prevent-reporting-fake-package-name-fr.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/base/0005-Nullcheck-to-fix-Autofill-CTS.bulletin.patch,patches/android-8.0.0_r1/platform/frameworks/base/0006-clearCallingIdentity-before-calling-into-getPackageUidAsUser.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/base/0001-RESTRICT-AUTOMERGE-Prevent-reporting-fake-package-name-fr.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/base/0005-Nullcheck-to-fix-Autofill-CTS.bulletin.patch,patches/android-8.1.0_r1/platform/frameworks/base/0006-clearCallingIdentity-before-calling-into-getPackageUidAsUser.bulletin.patch",N/A,N/A,"In the accessibility service , there is a possible escalation of privilege due to the fact that package names are spoof-able. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",The fix is designed to confirm the calling package’s identity.,N/A,N/A,N/A,N/A
